,Name,URL,ISIN,WKN,SymbolFinanzen.net,Country,Yahoo Ticker,Yahoo online
207,IBM,http://www.finanzen.net/aktien/IBM-Aktie,US4592001014,851399,IBM,USA,IBM,True
208,Intel,http://www.finanzen.net/aktien/Intel-Aktie,US4581401001,855681,INTC,USA,INTC,True
209,Johnson Johnson,http://www.finanzen.net/aktien/JohnsonJohnson-Aktie,US4781601046,853260,JNJ,USA,JNJ,True
210,JPMorgan Chase,http://www.finanzen.net/aktien/JPMorgan-Aktie,US46625H1005,850628,JPM,USA,JPM,True
211,McDonalds,http://www.finanzen.net/aktien/McDonalds-Aktie,US5801351017,856958,MCD,USA,MCD,True
212,Microsoft,http://www.finanzen.net/aktien/Microsoft-Aktie,US5949181045,870747,MSFT,USA,MSFT,True
213,Nike,http://www.finanzen.net/aktien/Nike-Aktie,US6541061031,866993,NKE,USA,NKE,True
214,Pfizer,http://www.finanzen.net/aktien/Pfizer-Aktie,US7170811035,852009,PFE,USA,PFE,True
215,Procter Gamble,http://www.finanzen.net/aktien/Procter_Gamble-Aktie,US7427181091,852062,PG,USA,PG,True
216,Travelers,http://www.finanzen.net/aktien/Travelers-Aktie,US89417E1091,A0MLX4,TRV,USA,TRV,True
217,United Technologies,http://www.finanzen.net/aktien/United_Technologies-Aktie,US9130171096,852759,UTX,USA,UTX,True
218,UnitedHealth,http://www.finanzen.net/aktien/UnitedHealth-Aktie,US91324P1021,869561,UNH,USA,UNH,True
219,Verizon,http://www.finanzen.net/aktien/Verizon-Aktie,US92343V1044,868402,VZ,USA,VZ,True
220,Visa,http://www.finanzen.net/aktien/Visa-Aktie,US92826C8394,A0NC7B,V,USA,V,True
221,Walmart,http://www.finanzen.net/aktien/Walmart-Aktie,US9311421039,860853,WMT,USA,WMT,True
222,Walt Disney,http://www.finanzen.net/aktien/Walt_Disney-Aktie,US2546871060,855686,DIS,USA,DIS,True
223,21st Century Fox (A),http://www.finanzen.net/aktien/21st_Century_Fox_A-Aktie,US90130A1016,A1WZP6,FOXA,USA,FOXA,True
224,21st Century Fox (B),http://www.finanzen.net/aktien/21st_Century_Fox_B-Aktie,US90130A2006,A1WZPY,FOX,USA,FOX,True
225,Activision Blizzard,http://www.finanzen.net/aktien/Activision_Blizzard-Aktie,US00507V1098,A0Q4K4,ATVI,USA,ATVI,True
226,Adobe,http://www.finanzen.net/aktien/Adobe-Aktie,US00724F1012,871981,ADBE,USA,ADBE,True
227,Akamai,http://www.finanzen.net/aktien/Akamai-Aktie,US00971T1016,928906,AKAM,USA,AKAM,True
228,Alexion Pharmaceuticals,http://www.finanzen.net/aktien/Alexion-Aktie,US0153511094,899527,ALXN,USA,ALXN,True
229,Alphabet A (ex Google),http://www.finanzen.net/aktien/Alphabet_A-Aktie,US02079K3059,A14Y6F,GOOGL,USA,GOOGL,True
230,Alphabet C (ex Google),http://www.finanzen.net/aktien/Alphabet-Aktie,US02079K1079,A14Y6H,GOOG,USA,GOOG,True
231,Altaba,http://www.finanzen.net/aktien/Altaba-Aktie,US0213461017,A2DSZX,AABA,USA,AABA,True
232,Amazon,http://www.finanzen.net/aktien/Amazon-Aktie,US0231351067,906866,AMZN,USA,AMZN,True
233,American Airlines,http://www.finanzen.net/aktien/American_Airlines-Aktie,US02376R1023,A1W97M,AAL,USA,AAL,True
234,Amgen,http://www.finanzen.net/aktien/Amgen-Aktie,US0311621009,867900,AMGN,USA,AMGN,True
235,Analog Devices,http://www.finanzen.net/aktien/Analog_Devices-Aktie,US0326541051,862485,ADI,USA,ADI,True
236,Applied Materials,http://www.finanzen.net/aktien/Applied_Materials-Aktie,US0382221051,865177,AMAT,USA,AMAT,True
237,Autodesk,http://www.finanzen.net/aktien/Autodesk-Aktie,US0527691069,869964,ADSK,USA,ADSK,True
238,Automatic Data Processing,http://www.finanzen.net/aktien/Automatic_Data_Processing-Aktie,US0530151036,850347,ADP,USA,ADP,True
239,Baidu.com,http://www.finanzen.net/aktien/Baiducom-Aktie,US0567521085,A0F5DE,BIDU,USA,BIDU,True
240,Biogen,http://www.finanzen.net/aktien/Biogen-Aktie,US09062X1037,789617,BIIB,USA,BIIB,True
241,Biomarin Pharmaceutical,http://www.finanzen.net/aktien/Biomarin_Pharmaceutical-Aktie,US09061G1013,924801,BMRN,USA,BMRN,True
242,Broadcom,http://www.finanzen.net/aktien/Broadcom-Aktie,SG9999014823,A2ADV9,AVGO,Singapur,AVGO,True
243,CA,http://www.finanzen.net/aktien/CA-Aktie,US12673P1057,A0JC59,CA,USA,CA,True
244,Celgene,http://www.finanzen.net/aktien/Celgene-Aktie,US1510201049,881244,CELG,USA,CELG,True
245,Cerner,http://www.finanzen.net/aktien/Cerner-Aktie,US1567821046,892807,CERN,USA,CERN,True
246,Charter A,http://www.finanzen.net/aktien/Charter-Aktie,US16119P1084,A2AJX9,CHTR,USA,CHTR,True
247,Check Point Software,http://www.finanzen.net/aktien/Check_Point_Software-Aktie,IL0010824113,901638,CHKP,Israel,CHKP,True
248,Cintas,http://www.finanzen.net/aktien/Cintas-Aktie,US1729081059,880205,CTAS,USA,CTAS,True
249,Citrix Systems,http://www.finanzen.net/aktien/Citrix_Systems-Aktie,US1773761002,898407,CTXS,USA,CTXS,True
250,Cognizant,http://www.finanzen.net/aktien/Cognizant-Aktie,US1924461023,915272,CTSH,USA,CTSH,True
251,Comcast,http://www.finanzen.net/aktien/Comcast-Aktie,US20030N1019,157484,CMCSA,USA,CMCSA,True
252,Costco Wholesale,http://www.finanzen.net/aktien/Costco_Wholesale-Aktie,US22160K1051,888351,COST,USA,COST,True
253,CSX,http://www.finanzen.net/aktien/CSX-Aktie,US1264081035,865857,CSX,USA,CSX,True
254,Ctrip.com,http://www.finanzen.net/aktien/Ctripcom-Aktie,US22943F1003,A0BK6U,CTRP,China,CTRP,True
255,DENTSPLY SIRONA,http://www.finanzen.net/aktien/Dentsply_Sirona-Aktie,US24906P1093,A2AF0E,XRAY,USA,XRAY,True
256,Discovery Communications,http://www.finanzen.net/aktien/Discovery_Communications-Aktie,US25470F3029,A0Q90J,DISCK,ns,DISCK,True
257,Discovery Communications A,http://www.finanzen.net/aktien/Discovery_Communication_a-Aktie,US25470F1049,A0Q90G,DISCA,USA,DISCA,True
258,Dish Network,http://www.finanzen.net/aktien/Dish_Network-Aktie,US25470M1099,A0NBN0,DISH,USA,DISH,True
259,Dollar Tree,http://www.finanzen.net/aktien/Dollar_Tree-Aktie,US2567461080,A0NFQC,DLTR,USA,DLTR,True
260,eBay,http://www.finanzen.net/aktien/eBay-Aktie,US2786421030,916529,EBAY,USA,EBAY,True
261,Electronic Arts,http://www.finanzen.net/aktien/Electronic_Arts-Aktie,US2855121099,878372,EA,USA,EA,True
262,Expedia,http://www.finanzen.net/aktien/Expedia-Aktie,US30212P3038,A1JRLJ,EXPE,USA,EXPE,True
263,Express Scripts,http://www.finanzen.net/aktien/Express_Scripts-Aktie,US30219G1085,A1JWJL,ESRX,USA,ESRX,True
264,Facebook,http://www.finanzen.net/aktien/facebook-Aktie,US30303M1027,A1JWVX,FB,USA,FB,True
265,Fastenal,http://www.finanzen.net/aktien/Fastenal-Aktie,US3119001044,887891,FAST,USA,FAST,True
266,Fiserv,http://www.finanzen.net/aktien/Fiserv-Aktie,US3377381088,881793,FISV,USA,FISV,True
267,Gilead Sciences,http://www.finanzen.net/aktien/Gilead_Sciences-Aktie,US3755581036,885823,GILD,USA,GILD,True
268,Hasbro,http://www.finanzen.net/aktien/Hasbro-Aktie,US4180561072,859888,HAS,USA,HAS,True
269,Henry Schein,http://www.finanzen.net/aktien/Henry_Schein-Aktie,US8064071025,897961,HSIC,USA,HSIC,True
270,Hologic,http://www.finanzen.net/aktien/Hologic-Aktie,US4364401012,879100,HOLX,USA,HOLX,True
271,IDEXX Laboratories,http://www.finanzen.net/aktien/IDEXX_Laboratories_1-Aktie,US45168D1046,888210,IDXX,USA,IDXX,True
272,Illumina,http://www.finanzen.net/aktien/Illumina-Aktie,US4523271090,927079,ILMN,USA,ILMN,True
273,Incyte,http://www.finanzen.net/aktien/Incyte-Aktie,US45337C1027,896133,INCY,USA,INCY,True
274,Intuit,http://www.finanzen.net/aktien/Intuit-Aktie,US4612021034,886053,INTU,USA,INTU,True
275,Intuitive Surgical,http://www.finanzen.net/aktien/Intuitive_Surgical-Aktie,US46120E6023,888024,ISRG,USA,ISRG,True
276,J.B. Hunt Transportation Services,http://www.finanzen.net/aktien/JB_Hunt_Transportation_Services-Aktie,US4456581077,885365,JBHT,USA,JBHT,True
277,JD.com,http://www.finanzen.net/aktien/JDcom-Aktie,US47215P1066,A112ST,JD,China,JD,True
278,KLA-Tencor,http://www.finanzen.net/aktien/KLA-Tencor-Aktie,US4824801009,865884,KLAC,USA,KLAC,True
279,Lam Research,http://www.finanzen.net/aktien/Lam_Research-Aktie,US5128071082,869686,LRCX,USA,LRCX,True
280,Liberty Global,http://www.finanzen.net/aktien/Liberty_Global_C-Aktie,GB00B8W67B19,A1W0FN,LBTYK,al,LBTYK,True
281,Liberty Global A,http://www.finanzen.net/aktien/Liberty_Global-Aktie,GB00B8W67662,A1W0FL,LBTYA,USA,LBTYA,True
282,Liberty Interactive,http://www.finanzen.net/aktien/Liberty_Interactive-Aktie,US53071M8560,A2DGDK,LVNTA,USA,LVNTA,True
283,Liberty Interactive A,http://www.finanzen.net/aktien/Liberty_Interactive_a_2-Aktie,US53071M1045,A0JMPL,QVCA,USA,QVCA,True
284,Liberty Latin America,http://www.finanzen.net/aktien/Liberty_Latin_America-Aktie,BMG9001E1286,A2JATY,LILAK,USA,LILAK,True
285,Marriott,http://www.finanzen.net/aktien/Marriott-Aktie,US5719032022,913070,MAR,USA,MAR,True
286,Mattel,http://www.finanzen.net/aktien/Mattel-Aktie,US5770811025,851704,MAT,USA,MAT,True
287,Maxim Integrated Products,http://www.finanzen.net/aktien/Maxim_Integrated_Products-Aktie,US57772K1016,876158,mxim,USA,mxim,True
288,Microchip Technology,http://www.finanzen.net/aktien/Microchip_Technology-Aktie,US5950171042,886105,MCHP,USA,MCHP,True
289,Micron Technology,http://www.finanzen.net/aktien/Micron_Technology-Aktie,US5951121038,869020,MU,USA,MU,True
290,Mondelez,http://www.finanzen.net/aktien/Mondelez-Aktie,US6092071058,A1J4U0,MDLZ,USA,MDLZ,True
291,Monster Beverage,http://www.finanzen.net/aktien/Monster_Beverage-Aktie,US61174X1090,A14U5Z,MNST,USA,MNST,True
292,Mylan,http://www.finanzen.net/aktien/Mylan-Aktie,NL0011031208,A14NYH,MYL,USA,MYL,True
293,Netease,http://www.finanzen.net/aktien/Netease-Aktie,US64110W1027,501822,NTES,China,NTES,True
294,Netflix,http://www.finanzen.net/aktien/Netflix-Aktie,US64110L1061,552484,NFLX,USA,NFLX,True
295,Norwegian Cruise Line,http://www.finanzen.net/aktien/Norwegian_Cruise_Line-Aktie,BMG667211046,A1KBL8,NCLH,USA,NCLH,True
296,NVIDIA,http://www.finanzen.net/aktien/NVIDIA-Aktie,US67066G1040,918422,NVDA,USA,NVDA,True
297,O Reilly Automotive,http://www.finanzen.net/aktien/O_Reilly_Automotive-Aktie,US67103H1077,A1H5JY,ORLY,USA,ORLY,True
298,Paccar,http://www.finanzen.net/aktien/Paccar-Aktie,US6937181088,861114,PCAR,USA,PCAR,True
299,Paychex,http://www.finanzen.net/aktien/Paychex-Aktie,US7043261079,868284,PAYX,USA,PAYX,True
300,PayPal,http://www.finanzen.net/aktien/PayPal-Aktie,US70450Y1038,A14R7U,PYPL,USA,PYPL,True
301,Priceline.com,http://www.finanzen.net/aktien/Pricelinecom-Aktie,US7415034039,766054,PCLN,USA,PCLN,True
302,QUALCOMM,http://www.finanzen.net/aktien/QUALCOMM-Aktie,US7475251036,883121,QCOM,USA,QCOM,True
303,Regeneron Pharmaceuticals,http://www.finanzen.net/aktien/Regeneron-Aktie,US75886F1075,881535,REGN,USA,REGN,True
304,Ross Stores,http://www.finanzen.net/aktien/Ross_Stores-Aktie,US7782961038,870053,ROST,USA,ROST,True
305,Seagate,http://www.finanzen.net/aktien/Seagate-Aktie,IE00B58JVZ52,A1C08F,STX,Irland,STX,True
306,Shire,http://www.finanzen.net/aktien/Shire_1-Aktie,US82481R1068,913170,SHPG,Großbritannien,SHPG,True
307,Sirius XM,http://www.finanzen.net/aktien/Sirius_XM-Aktie,US82968B1035,A1W8XE,SIRI,USA,SIRI,True
308,Skyworks Solutions,http://www.finanzen.net/aktien/Skyworks_Solutions-Aktie,US83088M1027,857760,SWKS,USA,SWKS,True
309,Starbucks,http://www.finanzen.net/aktien/Starbucks-Aktie,US8552441094,884437,SBUX,USA,SBUX,True
310,Symantec,http://www.finanzen.net/aktien/Symantec-Aktie,US8715031089,879358,SYMC,USA,SYMC,True
311,Tesla,http://www.finanzen.net/aktien/Tesla-Aktie,US88160R1014,A1CX3T,TSLA,USA,TSLA,True
312,Texas Instruments,http://www.finanzen.net/aktien/Texas_Instruments-Aktie,US8825081040,852654,TXN,USA,TXN,True
313,The Kraft Heinz Company,http://www.finanzen.net/aktien/Kraft_Heinz-Aktie,US5007541064,A14TU4,KHC,USA,KHC,True
314,T-Mobile US,http://www.finanzen.net/aktien/T-Mobile_US-Aktie,US8725901040,A1T7LU,TMUS,USA,TMUS,True
315,Tractor Supply,http://www.finanzen.net/aktien/Tractor_Supply-Aktie,US8923561067,889826,TSCO,USA,TSCO,True
316,Ulta Beauty,http://www.finanzen.net/aktien/Ulta_Beauty-Aktie,US90384S3031,A0M240,ULTA,USA,ULTA,True
317,Verisk Analytics A,http://www.finanzen.net/aktien/Verisk_Analytic_a-Aktie,US92345Y1064,A0YA2M,VRSK,USA,VRSK,True
318,Vertex Pharmaceuticals,http://www.finanzen.net/aktien/Vertex_Pharmaceuticals-Aktie,US92532F1003,882807,VRTX,USA,VRTX,True
319,Viacom,http://www.finanzen.net/aktien/Viacom-Aktie,US92553P2011,A0HM1Q,VIAB,USA,VIAB,True
320,Vodafone Group,http://www.finanzen.net/aktien/Vodafone_Group_4-Aktie,US92857W3088,A1XD9Z,VOD,up,VOD,True
321,Walgreens Boots Alliance,http://www.finanzen.net/aktien/Walgreens_Boots_Alliance-Aktie,US9314271084,A12HJF,WBA,USA,WBA,True
322,Western Digital,http://www.finanzen.net/aktien/Western_Digital-Aktie,US9581021055,863060,WDC,USA,WDC,True
323,Wynn Resorts,http://www.finanzen.net/aktien/Wynn_Resorts-Aktie,US9831341071,663244,WYNN,USA,WYNN,True
324,Xilinx,http://www.finanzen.net/aktien/Xilinx-Aktie,US9839191015,880135,XLNX,USA,XLNX,True
325,MerckCo,https://www.finanzen.net/aktien/MerckCo-Aktie,US58933Y1055,A0YD8Q,MRK,USA,MRK,True
